Ticker,Name,Sector,Price,Dividend Yield,1-Year Dividend Growth,5-Year Dividend Growth (Annualized),Dividends Per Share (TTM),Market Cap ($M),Trailing P/E Ratio,Payout Ratio,Beta,52-Week High,52-Week Low
BV,BrightView Holdings Inc,Industrials,7.26,0,N/A,N/A,0,678.257267,N/A,0,0.998907668,9.32,5.16
BVH,Bluegreen Vacations Holding Corporation,N/A,35.52,0.016796505,N/A,N/A,0.596611845,475.032616,0,N/A,0.963592318,40.7,19.64
BVS,Bioventus Inc,N/A,3.84,0,N/A,N/A,0,241.124544,N/A,0,2.060172259,7.51,0.7999
BW,Babcock & Wilcox Enterprises Inc,Industrials,2.55,0,N/A,N/A,0,227.156953,N/A,0,1.34959961,6.83,2.31
BWB,Bridgewater Bancshares Inc,Financial Services,10.3,0,N/A,N/A,0,288.151945,7.068091275,0,1.143775271,20.2,7.9
BWFG,Bankwell Financial Group Inc,Financial Services,26.28,0.029879594,0,0.089976987,0.785235742,205.814868,0,N/A,0.817626531,30.87,20.72
BXC,Bluelinx Hldgs Inc,Industrials,80.22,0,N/A,N/A,0,703.304864,7.129583199,0,1.604447315,98.33,61.8
BXMT,Blackstone Mortgage Trust Inc,Real Estate,21.71,0.114233072,0,0,2.935900935,3740.580006,18.57371981,2.446584113,1.281840166,23.15,15.43
BY,Byline Bancorp Inc,Financial Services,20.13,0.017770465,N/A,N/A,0.357719469,879.535158,9.218286569,0.139734168,1.079668366,25.68,16.25
BYND,Beyond Meat Inc,Consumer Defensive,6.99,0,N/A,N/A,0,450.056679,N/A,0,2.735317586,22.87,5.58
BZH,Beazer Homes USA Inc.,Consumer Cyclical,28.67,0,N/A,N/A,0,898.495265,4.736950334,0,1.750119733,35.93,10.74
CAC,Camden National Corp.,Financial Services,32.28,0.049907227,0.05,0.069610376,1.611005279,469.832527,8.602943019,0.4319049,0.757402123,40.58,26.2
CADE,Cadence Bank,Financial Services,23.46,0.038799077,0.068181818,0.060732713,0.910226357,2408.078233,5.9827882,0.415628473,1.41870935,28.21,16.58
CAKE,Cheesecake Factory Inc.,Consumer Cyclical,31.09,0.034737858,N/A,N/A,1.056711781,1594.15629,24.51454412,0.806650214,0.942636166,39.68,28.58
CAL,Caleres Inc,Consumer Cyclical,27.93,0.009982912,0,0,0.27882274,992.61385,6.977413697,0.067675422,1.11586366,29.9,16.76
CALM,"Cal-Maine Foods, Inc.",Consumer Defensive,49.54,0.083632095,N/A,N/A,4.143134001,2188.806648,3.454212488,0.319439784,0.080448965,59.16,41.89
CALX,Calix Inc,Technology,35.59,0,N/A,N/A,0,2345.381,49.01425258,0,1.275564955,77.44,31.95
CANO,Cano Health Inc,N/A,10.21,0,N/A,N/A,0,2943.853425,N/A,0,0.321057059,378,9.62
CARA,Cara Therapeutics Inc,Healthcare,1.35,0,N/A,N/A,0,73.004869,N/A,0,1.66922852,12.81,1.03
CARE,Carter Bankshares Inc,Financial Services,11.67,0,N/A,N/A,0,267.893638,6.553010873,0,0.896476569,18.84,10.43
CARG,CarGurus Inc,Communication Services,18.67,0,N/A,N/A,0,1820.306722,6.092954525,0,1.5334026,24.22,9.14
CARS,Cars.com,Consumer Cyclical,18.12,0,N/A,N/A,0,1204.40257,10.00683436,0,1.310352366,22.84,12.7
CASA,Casa Systems Inc,Technology,0.685,0,N/A,N/A,0,66.562363,N/A,0,1.405852293,3.97,0.49
CASH,Pathward Financial Inc,Financial Services,48.62,0.004104084,0,0,0.19954054,1275.086873,8.57057216,0.036951952,1.243420783,60.37,39.63
CASS,Cass Information Systems Inc,Industrials,39.52,0.030364372,0.035714286,0.022080094,1.136693068,540.118062,16.70175521,0.485766268,0.748030152,49.65,34.01
CATC,Cambridge Bancorp,Financial Services,57.46,0.046641142,N/A,N/A,2.584717067,450.823575,12.05604042,0.541869406,0.942639917,85.6,41.4
CATO,Cato Corp.,Consumer Cyclical,7.17,0.091871895,N/A,N/A,0.658721488,134.980785,N/A,N/A,0.763792053,10.99,6.91
CATY,Cathay General Bancorp,Financial Services,37.23,0.035540714,0,0.018646376,1.323180773,2701.527452,7.001260686,0.25155528,1.179791406,44.69,26.13
CBAN,"Colony Bankcorp, Inc.",Financial Services,10.42,0.031002614,0.023255814,0.079608473,0.323047233,183.045806,0,N/A,0.634162386,13.49,8.22
CBL,"CBL& Associates Properties, Inc.",Real Estate,21.68,0.061165877,N/A,N/A,1.326076203,694.939847,N/A,N/A,0.723472738,27.34,19.9
CBNK,Capital Bancorp Inc,Financial Services,20.94,0.013239619,N/A,N/A,0.277237622,291.925545,0,N/A,0.686016033,24.44,15.02
CBRL,Cracker Barrel Old Country Store Inc,Consumer Cyclical,68.69,0.075702431,N/A,N/A,4.980813058,1522.010009,15.36607783,1.119283833,0.823023421,112.49,60.45
CBT,Cabot Corp.,Basic Materials,67.9,0.022496205,0.081081081,0.039224102,1.527492338,3798.121214,12.6183429,0.28766334,1.422747992,82.78,63.36
CBU,"Community Bank System, Inc.",Financial Services,43.8,0.04109589,0.022727273,0.034393501,1.745327681,2344.474366,15.14400929,0.608128112,1.134140896,63.69,35.38
CBZ,Cbiz Inc,Industrials,54.85,0,N/A,N/A,0,2733.824485,22.37044102,0,0.872651137,56.96,45.22
CCB,Coastal Financial Corp,Financial Services,40.47,0,N/A,N/A,0,538.318949,10.87161623,0,1.166015198,54.53,29.91
CCBG,"Capital City Bank Group, Inc.",Financial Services,29.61,0.02424954,0.176470588,0.173160676,0.718028871,503.122283,9.586203086,0.233126257,0.708393662,35.93,26.12
CCCC,C4 Therapeutics Inc,N/A,1.56,0,N/A,N/A,0,76.878432,N/A,0,1.658382387,10.08,1.23
CCF,Chase Corp.,Basic Materials,126.96,0.007876497,N/A,N/A,1,1207.197002,0,N/A,0.775688213,135.27,81.18
CCNE,CNB Financial Corp (PA),Financial Services,20,0.034101946,0,0.005814345,0.682038915,417.95612,7.548830892,0.259330386,0.903512922,25.22,15.85
CCO,Clear Channel Outdoor Holdings Inc.,Communication Services,1.13,0,N/A,N/A,0,545.692999,N/A,0,2.258024116,2.14,0.9501
CCOI,Cogent Communications Holdings Inc,Communication Services,66.79,0.056595299,0.044198895,0.110321517,3.604805204,3266.031,2.908681968,0.152294263,0.613444078,71.87,49.43
CCRN,"Cross Country Healthcares, Inc.",Industrials,19.37,0,N/A,N/A,0,693.495878,6.773479037,0,0.295301336,36.9,15.65
CCS,Century Communities Inc,Consumer Cyclical,69.84,0.012680141,N/A,N/A,0.885581031,2219.139112,8.970024097,0.11531003,1.368254164,82.43,41.97
CCSI,Consensus Cloud Solutions Inc,N/A,22.36,0,N/A,N/A,0,439.335205,6.437145867,0,1.065100286,65.68,20.06
CDE,Coeur Mining Inc,Basic Materials,2.58,0,N/A,N/A,0,911.162359,N/A,0,0.790961195,4.55,2.02
CDLX,Cardlytics Inc,Communication Services,13.87,0,N/A,N/A,0,523.234779,N/A,0,3.632937484,19.57,2.57
CDMO,Avid Bioservices Inc,Healthcare,6.49,0,N/A,N/A,0,409.602942,N/A,0,1.669617314,21.05,5.8
CDNA,Caredx Inc,Healthcare,6.31,0,N/A,N/A,0,341.805431,0,N/A,1.08462469,18.04,4.8
CDRE,Cadre Holdings Inc,N/A,28.6,0.011135848,N/A,N/A,0.318485243,1071.655442,36.28548256,0.403964032,0.455225045,30.05,16.41
CDXS,Codexis Inc.,Healthcare,1.93,0,N/A,N/A,0,134.721708,0,N/A,2.457423482,6.98,1.45
CEIX,Consol Energy Inc,Energy,97.82,0.032443934,N/A,N/A,3.173665643,3033.384701,4.384504989,0.158524757,0.987108854,112.49,48.47
CELH,Celsius Holdings Inc,Consumer Defensive,174.55,0,N/A,N/A,0,13421.36367,N/A,0,1.63933281,206.85,78.25
CELL,PhenomeX Inc,N/A,0.9981,0,N/A,N/A,0,0,0,N/A,,,
CELU,Celularity Inc,N/A,0.234,0,N/A,N/A,0,44.681876,N/A,0,1.892877096,2.46,0.19
CENN,Cenntro Electric Group Limited,N/A,0.195,0,N/A,N/A,0,59.367573,N/A,0,2.493199148,1.03,0.15
CENT,Central Garden & Pet Co.,Consumer Defensive,44.85,0,N/A,N/A,0,2163.713173,17.90886435,0,0.618238862,48.48,35.6
CENTA,Central Garden & Pet Co.,Consumer Defensive,40.66,0,N/A,N/A,0,2163.713173,17.90886435,0,0.619059966,45.93,33.77
CENX,Century Aluminum Co.,Basic Materials,6.87,0,N/A,N/A,0,634.684078,N/A,0,2.637717098,12.97,5.7
CERE,Cerevel Therapeutics Holdings Inc,N/A,26.36,0,N/A,N/A,0,4151.374085,0,N/A,1.385168433,35.98,19.59
CERS,Cerus Corp.,Healthcare,1.73,0,N/A,N/A,0,313.416488,N/A,0,1.937749935,4.25,1.21
CEVA,Ceva Inc.,Technology,19.48,0,N/A,N/A,0,460.371191,N/A,0,1.557314824,36.29,16.38
CFB,Crossfirst Bankshares Inc,Financial Services,11.6,0,N/A,N/A,0,571.775484,0,N/A,1.013798725,14.66,9.29
CFFN,Capitol Federal Financial,Financial Services,5.53,0.058974093,-0.696428571,0,0.326126737,753.113939,12.94099145,0.751963885,0.838831902,8.2,4.08
CGEM,Cullinan Oncology Inc,N/A,9.92,0,N/A,N/A,0,423.927668,0,N/A,0.85015408,13.74,7.78
CHCO,City Holding Co.,Financial Services,96.91,0.029511918,0.1,0.061710309,2.607709213,1454.294936,12.75026246,0.33954547,0.64681321,99.16,80.1
CHCT,Community Healthcare Trust Inc,Real Estate,27.94,0.065139585,0.02259887,0.022427947,1.762175987,761.768621,135.3292985,7.715306424,0.653210801,42.32,25.81
CHEF,Chefs` Warehouse Inc,Consumer Defensive,23.84,0,N/A,N/A,0,946.448,45.68240178,0,1.13586132,39.54,17.29
CHGG,Chegg Inc,Consumer Defensive,8.35,0,N/A,N/A,0,967.054682,93.22806153,0,1.102857161,30.05,7.32
CHRD,Chord Energy Corp,N/A,172.25,0.028456628,N/A,N/A,4.901654238,7153.669621,6.50907584,0.195987774,1.129744953,175.2,113.44
CHRS,Coherus Biosciences Inc,Healthcare,3.61,0,N/A,N/A,0,341.03126,N/A,0,1.801737961,10.99,2.56
CHS,"Chico`s Fas, Inc.",Consumer Cyclical,7.49,0,N/A,N/A,0,924.548163,7.047022137,0,1.311023891,7.53,4.33
CHUY,Chuy`s Holdings Inc,Consumer Cyclical,34.02,0,N/A,N/A,0,613.671607,23.22578181,0,0.722309592,43.17,27.7
CHX,ChampionX Corp.,N/A,31.29,0.010491913,N/A,N/A,0.328291952,6095.292,19.9913151,0.217411889,1.029731642,38.27,23.4
CIFR,Cipher Mining Inc,N/A,4.1,0,N/A,N/A,0,1028.918546,N/A,0,2.164694906,5.3,0.3818
CIM,Chimera Investment Corp,Real Estate,4.88,0.147540984,-0.217391304,-0.18480689,0.776856459,1106.533295,9.301334803,1.514044941,1.245518841,7.03,4.2
CIO,City Office REIT Inc,Real Estate,4.25,0.094117647,-0.5,-0.157079866,0.760952599,169.738417,N/A,N/A,1.340152792,9.71,3.46
CIR,Circor International Inc,Industrials,56,0,N/A,N/A,0,1141.939008,40.88428656,0,1.381934889,56.48,17.15
CISO,CISO Global Inc,N/A,0.111,0,N/A,N/A,0,19.75871,N/A,0,1.217385202,3.32,0.09
CIVB,Civista Bancshares Inc,Financial Services,15.07,0.03824149,N/A,N/A,0.576299259,237.33535,5.290814355,0.19736276,0.742796259,23.24,13.51
CIVI,Civitas Resources Inc,N/A,76.96,0.062212285,N/A,N/A,4.787857489,7215.820855,7.009952568,0.389573433,1.18359946,85.3,51.17
CIX,"Compx International, Inc.",Industrials,19.57,0.049449415,0,0.289936684,0.967725055,240.980224,11.66522531,0.576026818,0.284513549,27.23,15.47
CLAR,Clarus Corp,Consumer Cyclical,6.08,0.016306608,0,0,0.099144177,227.820458,N/A,N/A,1.255987606,11.45,5.27
CLBK,"Columbia Financial, Inc",Financial Services,16.97,0,N/A,N/A,0,1290.000412,20.41236787,0,0.824986753,22.31,14.11
CLDT,Chatham Lodging Trust,Real Estate,10.27,0.020251266,-0.363636364,-0.086431596,0.207980497,501.766289,320.4127004,6.519764807,1.113074996,14.07,8.89
CLDX,Celldex Therapeutics Inc.,Healthcare,25.98,0,N/A,N/A,0,1227.835688,N/A,0,1.24271184,48.4,22.11
CLFD,Clearfield Inc,Technology,25.9,0,N/A,N/A,0,395.280853,8.440941577,0,1.248326521,134.9,22.91
CLNE,Clean Energy Fuels Corp,Energy,3.86,0,N/A,N/A,0,860.651921,N/A,0,1.623273116,7.73,3.33
CLOV,Clover Health Investments Corp,N/A,1.09,0,N/A,N/A,0,432.723373,0,N/A,1.93900917,1.63,0.7078
CLPR,Clipper Realty Inc,Real Estate,4.88,0.077868852,0,0,0.370764177,78.388553,0,N/A,0.763803647,7.39,4.48
CLSK,Cleanspark Inc,Technology,4.45,0,N/A,N/A,0,679.26281,0,N/A,2.993485955,7.6,1.74
CLW,Clearwater Paper Corp,Basic Materials,35.58,0,N/A,N/A,0,589.323744,6.999094346,0,0.621911052,40.65,29.22
CMAX,CareMax Inc,N/A,1.97,0,N/A,N/A,0,220.793331,N/A,0,1.606757777,6.27,1.79
CMBM,Cambium Networks Corp,Technology,4.57,0,N/A,N/A,0,126.157158,5.984684907,0,1.298057808,23.54,4.37
CMC,Commercial Metals Co.,Basic Materials,45.59,0.01396342,0,0.059223841,0.636592308,5329.706609,6.199063238,0.087805836,1.223980731,57.83,39.69
CMCO,Columbus Mckinnon Corp.,Industrials,33.96,0.006164649,0,0.069610376,0.209351495,975.944653,19.13166811,0.118949713,1.344729347,42.71,27.77
CMLS,Cumulus Media Inc.,Communication Services,4.91,0,N/A,N/A,0,81.055115,0,N/A,0.894123567,7.79,2.57
CMP,Compass Minerals International Inc,Basic Materials,24.87,0.024125452,0,-0.269278724,0.595810643,1023.515499,99.37043678,2.257713689,1.527458625,47.04,23.67
CMPO,CompoSecure Inc,N/A,6.03,0,N/A,N/A,0,114.843442,8.501883507,0,0.489708023,7.9,4.26
CMPR,Cimpress plc,Communication Services,62.32,0,N/A,N/A,0,1657.091106,N/A,0,1.979535853,73.72,22.92
CMRE,Costamare Inc,Industrials,9.28,0.048691074,0,0.028346722,0.45185317,1091.72124,2.45459137,0.123120755,0.979463316,11.7,7.53
CMRX,Chimerix Inc,Healthcare,1.06,0,N/A,N/A,0,93.898581,N/A,0,1.450894067,2.4,0.915
CMTG,Claros Mortgage Trust Inc,N/A,10.88,0.150775578,N/A,N/A,1.640438291,1509.368147,N/A,N/A,1.3200384,16.23,9.54
CMTL,Comtech Telecommunications Corp.,Technology,12.68,0.007886435,N/A,N/A,0.100000001,356.656675,N/A,N/A,1.024935286,16.87,7.91
CNDT,Conduent Inc,Technology,2.71,0,N/A,N/A,0,588.848036,N/A,0,1.116129303,4.95,2.43
CNK,Cinemark Holdings Inc,Communication Services,16.44,0,N/A,N/A,0,1999.65622,N/A,0,0.962000521,19.85,8.28
CNMD,Conmed Corp.,Healthcare,102.21,0.007805887,0,0,0.797839749,3143.18226,54.21897226,0.409148589,1.505205748,138.21,73.07
CNNE,Cannae Holdings Inc,Consumer Cyclical,17.77,0,N/A,N/A,0,1303.818983,N/A,0,1.462728779,25.74,15.93
CNO,CNO Financial Group Inc,Financial Services,24.52,0.023438643,0.071428571,0.084471771,0.574715514,2770.679378,12.52001527,0.300898175,1.10605487,25.87,19.7
CNOB,ConnectOne Bancorp Inc.,Financial Services,18.66,0.034118319,0.096774194,0.177816222,0.636647841,726.585189,7.15678252,0.245809977,1.200139079,25.64,12.74
CNS,Cohen & Steers Inc.,Financial Services,56.69,0.040218733,0.036363636,-0.222019033,2.225017806,2785.1708,19.31999722,0.761992399,1.272004643,76.76,50.05
CNSL,Consolidated Communications Holdings Inc,Communication Services,4.25,0,N/A,N/A,0,495.594731,7.371082491,0,1.840046771,5.45,2.1
CNTY,Century Casinos Inc.,Consumer Cyclical,4.76,0,N/A,N/A,0,144.394272,N/A,0,1.630808024,10.41,4.24
CNX,CNX Resources Corp,Energy,22.35,0,N/A,N/A,0,3550.370383,1.490931623,0,0.972404787,23.68,14.36
CNXN,"PC Connection, Inc.",Technology,59.65,0.004010231,N/A,N/A,0.239210264,1567.096228,20.00991148,0.080814278,0.721749985,60,37.5
COCO,Vita Coco Company Inc (The),N/A,28.93,0,N/A,N/A,0,1632.684512,44.07181644,0,1.193234264,33.29,7.39
CODI,Compass Diversified Holdings,Industrials,18.74,0.053361793,0,-0.070332815,0.981363743,1347.329709,33.99343281,1.778477244,0.925227562,22.45,15.53
COGT,Cogent Biosciences Inc,N/A,8.51,0,N/A,N/A,0,727.309269,0,N/A,1.39557023,15.68,8.08
COHU,"Cohu, Inc.",Technology,31.33,0,N/A,N/A,0,1491.308,20.49091084,0,1.312435163,43.99,29.07
COKE,Coca-Cola Consolidated Inc,Consumer Defensive,653,0.00305662,-0.833333333,0.148698355,1.995973047,5464.952429,12.11784105,0.041608777,0.768857495,744.35,453.15
COLL,Collegium Pharmaceutical Inc,Healthcare,22.2,0,N/A,N/A,0,771.096043,N/A,0,0.749966076,30.22,18.64
COMM,CommScope Holding Company Inc,Technology,1.63,0,N/A,N/A,0,345.428624,N/A,0,1.705141299,9.68,1.34
COMP,Compass Inc,N/A,2.19,0,N/A,N/A,0,1020.696506,N/A,0,3.777938712,5.16,1.82
CONN,Conns Inc,Consumer Cyclical,3.42,0,N/A,N/A,0,83.240792,N/A,0,2.039148408,11.69,2.91
COOK,Traeger Inc,N/A,2.91,0,N/A,N/A,0,360.74743,N/A,0,1.462839138,6.7,2.33
COOP,Mr. Cooper Group Inc,Financial Services,58.4,0,N/A,N/A,0,3846.244031,8.453283585,0,0.950203425,60.68,37.54
CORT,Corcept Therapeutics Inc,Healthcare,25.62,0,N/A,N/A,0,2640.944366,28.898785,0,0.508513302,34.28,17.86
COUR,Coursera Inc,N/A,18.05,0,N/A,N/A,0,2701.92255,N/A,0,1.550121741,19.56,9.91
CPE,Callon Petroleum Co.,Energy,36.24,0,N/A,N/A,0,2456.124252,4.866570869,0,1.325041848,48.41,28.91
CPF,Central Pacific Financial Corp.,Financial Services,17.49,0.058140374,0,0.043640227,1.01687515,472.985026,7.392239088,0.430879301,1.132845288,23.51,12.8
CPK,Chesapeake Utilities Corp,Utilities,92.71,0.025455722,0.102803738,0.097817268,2.233921002,1649.935858,18.74202988,0.453127992,0.511796655,131.59,84.1
CPRX,Catalyst Pharmaceuticals Inc,Healthcare,13.16,0,N/A,N/A,0,1402.757392,12.13993537,0,0.97742009,22.11,11.09
CPSI,Computer Programs & Systems Inc,Healthcare,14.03,0,N/A,N/A,0,204.159846,42.19050339,0,0.711017631,31.62,13.63
CPSS,"Consumer Portfolio Service, Inc.",Financial Services,9.9,0,N/A,N/A,0,208.857498,0,N/A,2.107150053,13.75,5.91
CPTN,Cepton Inc,N/A,3.76,0,N/A,N/A,0,594.922951,N/A,0,1.82538331,22,3.2
CRAI,CRA International Inc.,Industrials,85.75,0.01663322,0.161290323,0.124746113,1.426298626,600.39629,16.87976298,0.287560207,0.44109257,125.88,81.29
CRBU,Caribou Biosciences Inc,N/A,4.18,0,N/A,N/A,0,369.030364,N/A,0,1.577035182,10.67,3.44
CRC,California Resources Corporation,Energy,51.85,0.021596461,N/A,N/A,1.119776524,3575.691107,7.790176704,0.177460622,0.827769845,58.44,33.6
CRDO,Credo Technology Group Holding Ltd,N/A,14.85,0,N/A,N/A,0,2213.828348,N/A,0,1.645036086,19.46,7.2
CRGE,Charge Enterprises Inc,Utilities,0.3529,0,N/A,N/A,0,75.868046,N/A,0,1.842158528,3,0.2757
CRGY,Crescent Energy Co.,N/A,12.49,0.045579068,N/A,N/A,0.569282557,1086.115412,5.654024092,0.140911524,0.891608252,14.41,9.09
CRK,"Comstock Resources, Inc.",Energy,13.31,0.03693074,N/A,N/A,0.491548154,3706.575548,5.974387218,0.228627048,1.488064342,20.32,8.98
CRMT,"Americas Car Mart, Inc.",Consumer Cyclical,74.26,0,N/A,N/A,0,473.926503,41.8072074,0,1.705919173,127.96,52.24
CRNC,Cerence Inc,Technology,16.59,0,N/A,N/A,0,669.128485,N/A,0,1.855747483,36.79,12.82
CRNX,Crinetics Pharmaceuticals Inc,Healthcare,30.7,0,N/A,N/A,0,1678.877085,N/A,0,1.06418863,31.41,15.23
CROX,Crocs Inc,Consumer Cyclical,83.93,0,N/A,N/A,0,5173.802574,7.645467551,0,1.501415598,151.32,74
CRS,Carpenter Technology Corp.,Industrials,66.65,0.011941559,0,0,0.795904904,3286.27176,30.77033483,0.368474493,1.461512145,72.42,35.2
CRSR,Corsair Gaming Inc,N/A,13.1,0,N/A,N/A,0,1346.442497,369.394375,0,1.471510231,20.72,12.34
CRVL,Corvel Corp.,Financial Services,199.64,0,N/A,N/A,0,3427.71898,45.87356941,0,0.626900822,228.94,136.22
CSGS,CSG Systems International Inc.,Technology,49.61,0.021949423,0.056603774,0.047045617,1.088910877,1575.05777,21.36395754,0.451830239,0.803763787,68.63,46.02
CSR,Centerspace,N/A,50.83,0.05638578,0,0.008428158,2.866089216,765.121066,18.63966736,1.160360007,1.047025984,69.26,46.74
CSTE,Caesarstone Ltd,Industrials,4.08,0,N/A,N/A,0,140.789796,N/A,0,1.032890407,8.61,3.51
CSTL,Castle Biosciences Inc,Healthcare,17.98,0,N/A,N/A,0,482.038909,N/A,0,1.945399667,29.59,9.26
CSTM,Constellium SE,Basic Materials,17.05,0,N/A,N/A,0,2460.342144,0,N/A,1.513617253,19.46,11.05
CSTR,CapStar Financial Holdings Inc,Financial Services,16.23,0.025343777,N/A,N/A,0.411329495,337.981375,10.36053508,0.272403639,0.915738359,17.82,10.86
CSV,"Carriage Services, Inc.",Consumer Cyclical,23.25,0.019228872,0,0.084471771,0.447071273,347.953781,11.20443666,0.222423519,1.109117215,35.53,20.81
CSWI,CSW Industrials Inc,Industrials,174.5,0.004228853,N/A,N/A,0.737934825,2711.73,26.2441569,0.110967643,0.911855819,190.21,110.88
CTBI,"Community Trust Bancorp, Inc.",Financial Services,39.96,0.046046046,0.045454545,0.050246073,1.722233968,718.937103,8.927346933,0.381870059,0.772825323,44.84,31.13
CTIC,CTI BioPharma Corp,Healthcare,9.09,0,N/A,N/A,0,0,0,0,,,
CTKB,Cytek BioSciences Inc,N/A,4.39,0,N/A,N/A,0,598.621313,N/A,0,1.364907912,15.17,4.06
CTLP,Cantaloupe Inc,N/A,6.8,0,N/A,N/A,0,494.327802,0,N/A,1.241370174,8.29,2.77
CTO,CTO Realty Growth Inc,Real Estate,16.92,0.089834515,0,0.306040725,1.470280283,383.854632,N/A,N/A,0.643249928,19.56,15.01
CTOS,Custom Truck One Source Inc,N/A,6.32,0,N/A,N/A,0,1556.379512,28.84053575,0,1.153382461,7.64,5.42
CTRE,CareTrust REIT Inc,Real Estate,21.68,0.051660517,0.018181818,0.064341103,1.091760218,2156.645837,64.52193978,3.200704245,0.682290947,22.52,17.11
CTRN,Citi Trends Inc,Consumer Cyclical,25.03,0,N/A,N/A,0,214.358347,10.96013635,0,1.658340309,34.94,14.21
CTS,CTS Corp.,Technology,40.73,0.003922624,0,0,0.159768476,1269.066562,21.09766195,0.084533585,0.790525476,49.49,35.5
CTV,Innovid Corp,N/A,1.08,0,N/A,N/A,0,150.447514,N/A,0,1.384507456,3.64,0.75
CUBI,Customers Bancorp Inc,Financial Services,44.69,0,N/A,N/A,0,1396.560936,7.704781202,0,2.134558227,45.62,6.87
CURO,CURO Group Holdings Corp,Financial Services,0.7501,0,N/A,N/A,0,30.941592,N/A,0,2.497316528,4.96,0.577
CURV,Torrid Holdings Inc,N/A,2.69,0,N/A,N/A,0,279.952233,0,N/A,1.56690204,4.96,1.21
CUTR,Cutera Inc,Healthcare,3.1,0,N/A,N/A,0,61.826013,N/A,0,2.01154452,52.89,2.84
CVBF,CVB Financial Corp.,Financial Services,17.63,0.04418311,0,0.073940924,0.778948227,2456.637241,10.06022794,0.440083744,1.067224084,27.51,10.23
CVCO,Cavco Industries Inc,Consumer Cyclical,270.56,0,N/A,N/A,0,2347.69728,10.32821965,0,1.471626878,318,197.93
CVGW,"Calavo Growers, Inc",Consumer Defensive,25.09,0.023127372,N/A,N/A,0.580265776,445.62502,N/A,N/A,0.578414104,38.67,22.24
CVI,CVR Energy Inc,Energy,32.64,0.056783288,1.5,0.059223841,1.853406525,3281.318751,4.158832384,0.236102742,0.698934378,39.29,22.3
CVLG,Covenant Logistics Group Inc,N/A,40.88,0.009964461,N/A,N/A,0.407347166,433.194527,4.764725264,0.063847518,0.938113152,57.32,28.95
CVLT,Commvault Systems Inc,Technology,67.42,0,N/A,N/A,0,2958.03315,N/A,0,0.778038002,78.8,53.2
CVT,Cvent Holding Corp,N/A,8.52,0,N/A,N/A,0,0,0,N/A,,,
CWEN,Clearway Energy Inc,Utilities,22.87,0.069523393,0.07963374,0.03287234,1.481445909,2628.709145,48.67979898,3.210066974,0.856701823,34.75,18.59
CWH,Camping World Holdings Inc,Consumer Cyclical,19.13,0.026136958,-0.8,0.093362074,1.945255557,852.246474,58.32111639,8.561864248,1.550234042,32.7,16.18
CWK,Cushman & Wakefield plc,Real Estate,8.26,0,N/A,N/A,0,1877.112671,N/A,0,1.647789386,15.63,6.24
CWST,"Casella Waste Systems, Inc.",Industrials,79.13,0,N/A,N/A,0,4508.356497,126.5290477,0,0.65133133,95.78,72.33
CWT,California Water Service Group,Utilities,52.48,0.019817073,0.04,0.05652858,1.032191581,3028.67328,73.24127684,1.40855838,0.662266304,64.88,45.21
CXW,CoreCivic Inc,Real Estate,13.3,0,N/A,N/A,0,1511.013,12.59334917,0,0.587311787,13.6,7.84
CYH,"Community Health Systems, Inc.",Healthcare,2.5,0,N/A,N/A,0,342.002283,1.455328862,0,2.44966868,8.01,2.01
CYRX,CryoPort Inc,Industrials,10.1,0,N/A,N/A,0,493.678082,0,N/A,2.742335278,26.01,9
CYTK,Cytokinetics Inc,Healthcare,36.32,0,N/A,N/A,0,3486.647287,N/A,0,,47.49,25.98
CZNC,Citizens & Northern Corp,Financial Services,19.14,0.056035343,0,0.007300045,1.072516467,292.010846,12.00505038,0.674538658,0.683774454,22.38,15.78
DAN,Dana Inc,Consumer Cyclical,12.33,0.032087998,N/A,N/A,0.39564501,1779.672843,N/A,N/A,1.640209704,19.64,11.1
DAWN,Day One Biopharmaceuticals Inc,N/A,12.76,0,N/A,N/A,0,1109.78593,0,N/A,1.036420259,25.77,9.67
DBI,Designer Brands Inc,Consumer Cyclical,10.85,0.018304205,N/A,N/A,0.198600629,546.8377,3.93666141,0.096878356,1.659798389,16.07,6.08
DBRG,DigitalBridge Group Inc,N/A,16.2,0.002466588,N/A,N/A,0.039958732,2632.073827,N/A,N/A,2.296536251,18.42,9.97
DC,Dakota Gold Corp,N/A,2.9,0,N/A,N/A,0,228.39198,0,N/A,0.971518376,4.03,2.36
DCGO,DocGo Inc,N/A,6.04,0,N/A,N/A,0,626.86744,109.1682476,0,1.194390138,10.82,4.88
DCO,Ducommun Inc.,Industrials,48.5,0,N/A,N/A,0,706.625067,29.2622605,0,0.816537716,58.28,40.24
DCOM,Dime Community Bancshares Inc,Financial Services,20.87,0.04582577,0.041666667,0.122955107,0.956383827,810.317841,7.29358993,0.328654236,1.31010576,34.02,14.79
DCPH,Deciphera Pharmaceuticals Inc,Healthcare,12.15,0,N/A,N/A,0,973.496127,N/A,0,1.049851186,22.76,9.9
DDD,3D Systems Corp.,Technology,4.38,0,N/A,N/A,0,584.627123,N/A,0,2.459770532,12.67,3.5
DDS,Dillard`s Inc.,Consumer Cyclical,333.8,0.002995806,-0.983333333,0.201124434,0.849144269,4151.984986,5.125268313,0.017753382,1.15958444,416.99,272.2
